,application_number,created_at,hotel_name,hotel_address_line_1,hotel_address_line_2,hotel_city,hotel_state,hotel_zip,hotel_status,license_in,license_out,total_in_household
1653,VAAWWPV5TW,2024-10-07 15:51:09.472331+00:00,La Quinta Inn & Suites by Wyndham St. Pete-Clearwater Airpt,3301 Ulmerton Rd,,Clearwater,FL,33762,Booked,2024-10-27,2024-11-26,1.00
1654,GDTZ3LLFXN,2024-10-07 15:52:30.060761+00:00,"Econo Lodge Perry, part of Econo Lodge",2220 S Us 19,,Perry,FL,32348,Booked,2024-10-25,2024-11-24,4.00
1660,VAQF4LDGP9,2024-10-07 16:00:34.659346+00:00,Comfort Inn & Suites,6206 US HWY 19,,New Port Richey,FL,36452,Booked,2024-10-21,2024-11-20,1.00
1679,VWMVNR4JPZ,2024-10-07 16:21:30.708261+00:00,Extended Stay America Premier Suites Tampa Gibsonton,10623 East Bay Road,,Gibsonton,FL,33534,Booked,2024-10-26,2024-11-26,1.00
1712,79755GDN6A,2024-10-07 17:00:32.977698+00:00,SpringHill Suites,16615 Crosspointe Run,,Land O' Lakes,FL,34638,Booked,2024-10-27,2024-11-26,10.00
1716,BTWHWA8M77,2024-10-07 17:05:27.275164+00:00,"Days Inn by Wyndham Madison, FL",6160 S State Road 53,,Madison,FL,32340,Booked,2024-10-12,2024-11-12,6.00
1717,BTWHWA8M77,2024-10-07 17:05:27.275164+00:00,"Days Inn by Wyndham Madison, FL",6160 S State Road 53,,Madison,FL,32340,Booked,2024-10-12,2024-11-12,6.00
1724,6NCZ3UTUEN,2024-10-07 17:12:44.887592+00:00,Candlewood Suites,2471 Mcmullen Booth Road,,,FL,33759,Booked,2024-10-27,2024-11-26,2.00
1739,L2BSA49F72,2024-10-07 17:27:40.735831+00:00,Hampton Inn & Suites Port Richey,11050 Us Highway 19,,Port Richey,FL,34668,Booked,2024-10-29,2024-11-28,4.00
1754,8MKC39STB5,2024-10-07 17:56:32.464982+00:00,Home2 Suites by Hilton Largo,"10145 Ulmerton Road,",,Largo,FL,33771,Booked,2024-11-01,2024-12-01,2.00
1755,WFUKKTVEDG,2024-10-07 17:59:43.526221+00:00,Days Inn by Wyndham St. Petersburg / Tampa Bay Area,5005 34th Street North,,St Petersburg,FL,33714,Rejected,2024-10-25,2024-11-24,2.00
1760,PEC7KR5VS6,2024-10-07 18:04:46.286995+00:00,"Holiday Inn Express & Suites Ruskin, an IHG Hotel",226 Teco Road,,Ruskin,FL,33570,Booked,2024-10-28,2024-11-27,3.00
1762,PV7YX27FPH,2024-10-07 18:06:59.782710+00:00,Sleep Inn & Suites Tampa South,6231 S Dale Mabry Highway,,Tampa,FL,`33611,Booked,2024-10-30,2024-11-29,1.00
1771,9M96BE5D6B,2024-10-07 18:17:52.848750+00:00,Hotel Alba,5303 W Kennedy Blvd,,Tampa,FL,33609,Booked,2024-10-27,2024-11-26,4.00
1799,EC2N3VFSX9,2024-10-07 19:11:04.613972+00:00,"Holiday Inn Express & Suites Ruskin, an IHG Hotel",226 Teco Road,,Ruskin,FL,33570,Booked,2024-10-27,2024-11-26,2.00
1802,4TRRW8H3DZ,2024-10-07 19:17:00.874474+00:00,Hampton Inn & Suites,11050 Us Highway 19,,Port Richey,FL,34668,Booked,2024-10-16,2024-11-15,3.00
1814,YT38VNHA2M,2024-10-07 19:36:20.950600+00:00,Quality Inn St. Petersburg North Tampa Bay,2595 54th Ave North,,St. Petersburg,FL,33714,Booked,2024-10-19,,3.00
1859,85QNTWFNZX,2024-10-07 21:06:24.959861+00:00,Quality Inn Saint Petersburg North-Tampa Bay,2595 54th Ave North,,Saint Petersburg,FL,33714,Booked,2024-10-19,2025-02-05,3.00
1862,4Y58VCUJAV,2024-10-07 21:12:48.943073+00:00,"Holiday Inn Express & Suites St. Petersburg - Madeira Beach, an IHG Hotel, part of Holiday Inn Express","4816 100th Way North, Madeira Beach, FL 33708",,Madeira Beach,FL,33708,Booked,2024-11-03,2024-12-02,2.00
